,class
11827,cat
11828,dog
11829,dog
11830,dog
11831,dog
11832,dog
11833,dog
11834,cat
11835,dog
11836,dog
11837,cat
11838,dog
11839,dog
11840,cat
11841,cat
11842,cat
11843,cat
11844,dog
11845,dog
11846,dog
11847,cat
11848,dog
11849,cat
11850,cat
11851,dog
11852,dog
11853,dog
11854,cat
11855,dog
11856,cat
11857,dog
11858,cat
11859,dog
11860,dog
11861,cat
11862,dog
11863,dog
11864,cat
11865,cat
11866,dog
11867,dog
11868,cat
11869,cat
11870,dog
11871,dog
11872,cat
11873,dog
11874,cat
11875,dog
11876,dog
11877,dog
11878,cat
11879,cat
11880,dog
11881,dog
11882,dog
11883,dog
11884,dog
11885,dog
11886,dog
11887,cat
11888,cat
11889,dog
11890,dog
11891,dog
11892,cat
11893,cat
11894,dog
11895,dog
11896,cat
11897,cat
11898,dog
11899,cat
11900,dog
11901,cat
11902,dog
11903,dog
11904,cat
11905,cat
11906,dog
11907,cat
11908,dog
11909,dog
11910,dog
11911,cat
11912,cat
11913,cat
11914,dog
11915,dog
11916,dog
11917,dog
11918,dog
11919,cat
11920,dog
11921,cat
11922,cat
11923,dog
11924,dog
11925,dog
11926,dog
11927,cat
11928,dog
11929,cat
11930,cat
11931,cat
11932,cat
11933,dog
11934,dog
11935,dog
11936,cat
11937,cat
11938,cat
11939,dog
11940,cat
11941,dog
11942,cat
11943,dog
11944,cat
11945,dog
11946,dog
11947,dog
11948,dog
11949,dog
11950,cat
11951,dog
11952,cat
11953,dog
11954,cat
11955,cat
11956,dog
11957,dog
11958,cat
11959,dog
11960,cat
11961,cat
11962,dog
11963,cat
11964,dog
11965,dog
11966,dog
11967,cat
11968,dog
11969,cat
11970,dog
11971,dog
11972,cat
11973,dog
11974,dog
11975,cat
11976,dog
11977,cat
11978,cat
11979,cat
11980,dog
11981,dog
11982,dog
11983,cat
11984,dog
11985,dog
11986,dog
11987,dog
11988,dog
11989,cat
11990,dog
11991,dog
11992,cat
11993,cat
11994,cat
11995,cat
11996,cat
11997,dog
11998,dog
11999,dog
12000,dog
12001,dog
12002,dog
12003,dog
12004,dog
12005,dog
12006,cat
12007,dog
12008,cat
12009,dog
12010,dog
12011,cat
12012,dog
12013,cat
12014,dog
12015,dog
12016,cat
12017,dog
12018,cat
12019,dog
12020,cat
12021,dog
12022,dog
12023,dog
12024,cat
12025,cat
12026,cat
12027,cat
12028,dog
12029,dog
12030,cat
12031,dog
12032,dog
12033,cat
12034,cat
12035,dog
12036,cat
12037,cat
12038,cat
12039,dog
12040,dog
12041,dog
12042,dog
12043,cat
12044,cat
12045,dog
12046,dog
12047,dog
12048,cat
12049,cat
12050,cat
12051,cat
12052,cat
12053,cat
12054,cat
12055,dog
12056,dog
12057,dog
12058,dog
12059,dog
12060,dog
12061,dog
12062,cat
12063,dog
12064,cat
12065,dog
12066,dog
12067,dog
12068,dog
12069,cat
12070,cat
12071,cat
12072,dog
12073,dog
12074,dog
12075,dog
12076,dog
12077,cat
12078,dog
12079,dog
12080,cat
12081,cat
12082,cat
12083,dog
12084,dog
12085,dog
12086,cat
12087,dog
12088,cat
12089,cat
12090,dog
12091,dog
12092,dog
12093,cat
12094,cat
12095,dog
12096,dog
12097,cat
12098,cat
12099,dog
12100,cat
12101,dog
12102,cat
12103,cat
12104,dog
12105,cat
12106,dog
12107,cat
12108,dog
12109,dog
12110,dog
12111,cat
12112,dog
12113,cat
12114,cat
12115,dog
12116,dog
12117,cat
12118,dog
12119,dog
12120,dog
12121,dog
12122,cat
12123,dog
12124,dog
12125,dog
12126,cat
12127,dog
12128,dog
12129,dog
12130,cat
12131,cat
12132,dog
12133,cat
12134,dog
12135,cat
12136,cat
12137,dog
12138,cat
12139,dog
12140,dog
12141,dog
12142,cat
12143,dog
12144,dog
12145,dog
12146,cat
12147,dog
12148,dog
12149,cat
12150,cat
12151,dog
12152,dog
12153,dog
12154,dog
12155,cat
12156,cat
12157,dog
12158,dog
12159,cat
12160,cat
12161,cat
12162,dog
12163,dog
12164,dog
12165,dog
12166,cat
12167,dog
12168,dog
12169,dog
12170,dog
12171,dog
12172,dog
12173,cat
12174,cat
12175,dog
12176,dog
12177,dog
12178,dog
12179,cat
12180,dog
12181,dog
12182,cat
12183,cat
12184,dog
12185,dog
12186,dog
12187,cat
12188,cat
12189,cat
12190,dog
12191,cat
12192,cat
12193,cat
12194,dog
12195,dog
12196,dog
12197,cat
12198,cat
12199,dog
12200,cat
12201,cat
12202,cat
12203,cat
12204,dog
12205,cat
12206,cat
12207,dog
12208,cat
12209,cat
12210,cat
12211,dog
12212,cat
12213,dog
12214,dog
12215,cat
12216,dog
12217,dog
12218,cat
12219,cat
12220,cat
12221,dog
12222,dog
12223,dog
12224,dog
12225,cat
12226,dog
12227,cat
12228,dog
12229,dog
12230,cat
12231,dog
12232,cat
12233,dog
12234,cat
12235,dog
12236,dog
12237,cat
12238,cat
12239,cat
12240,dog
12241,dog
12242,dog
12243,dog
12244,dog
12245,dog
12246,dog
12247,dog
12248,cat
12249,dog
12250,dog
12251,dog
12252,dog
12253,cat
12254,dog
12255,dog
12256,dog
12257,cat
12258,cat
12259,cat
12260,cat
12261,dog
12262,dog
12263,dog
12264,dog
12265,dog
12266,dog
12267,dog
12268,dog
12269,cat
12270,cat
12271,cat
12272,cat
12273,cat
12274,cat
12275,cat
12276,dog
12277,dog
12278,dog
12279,dog
12280,dog
12281,dog
12282,cat
12283,cat
12284,cat
12285,cat
12286,cat
12287,dog
12288,dog
12289,dog
12290,dog
12291,dog
12292,cat
12293,cat
12294,cat
12295,cat
12296,dog
12297,dog
12298,dog
12299,dog
12300,dog
12301,dog
12302,dog
12303,cat
12304,dog
12305,cat
12306,dog
12307,cat
12308,dog
12309,cat
12310,cat
12311,dog
12312,dog
12313,dog
12314,dog
12315,cat
12316,dog
12317,dog
12318,cat
12319,dog
12320,dog
12321,dog
12322,cat
12323,dog
12324,dog
12325,dog
12326,cat
12327,cat
12328,dog
12329,dog
12330,cat
12331,cat
12332,dog
12333,cat
12334,dog
12335,cat
12336,cat
12337,dog
12338,dog
12339,cat
12340,cat
12341,cat
12342,cat
12343,cat
12344,dog
12345,dog
12346,cat
12347,cat
12348,dog
12349,cat
12350,cat
12351,cat
12352,cat
12353,dog
12354,dog
12355,dog
12356,dog
12357,cat
12358,cat
12359,cat
12360,cat
12361,dog
12362,cat
12363,dog
12364,cat
12365,cat
12366,cat
12367,cat
12368,dog
12369,dog
12370,dog
12371,dog
12372,cat
12373,dog
12374,dog
12375,dog
12376,dog
12377,cat
12378,dog
12379,dog
12380,dog
12381,dog
12382,cat
12383,cat
12384,dog
12385,dog
12386,cat
12387,cat
12388,cat
12389,dog
12390,dog
12391,cat
12392,cat
12393,cat
12394,cat
12395,dog
12396,cat
12397,cat
12398,cat
12399,cat
12400,cat
12401,cat
12402,cat
12403,cat
12404,dog
12405,dog
12406,cat
12407,dog
12408,cat
12409,dog
12410,cat
12411,dog
12412,dog
12413,dog
12414,dog
12415,dog
12416,dog
12417,cat
12418,cat
12419,dog
12420,dog
12421,cat
12422,cat
12423,cat
12424,cat
12425,cat
12426,dog
12427,cat
12428,dog
12429,dog
12430,dog
12431,cat
12432,dog
12433,dog
12434,dog
12435,cat
12436,dog
12437,dog
12438,cat
12439,dog
12440,dog
12441,dog
12442,dog
12443,dog
12444,dog
12445,dog
12446,dog
12447,dog
12448,cat
12449,cat
12450,cat
12451,dog
12452,dog
12453,dog
12454,cat
12455,cat
12456,dog
12457,dog
12458,dog
12459,cat
12460,dog
12461,cat
12462,cat
12463,dog
12464,cat
12465,dog
12466,dog
12467,dog
12468,dog
12469,dog
12470,cat
12471,cat
12472,dog
12473,cat
12474,cat
12475,dog
12476,cat
12477,cat
12478,cat
12479,dog
12480,cat
12481,cat
12482,dog
12483,cat
12484,cat
12485,dog
12486,cat
12487,dog
12488,dog
12489,dog
12490,cat
12491,cat
12492,dog
12493,dog
12494,cat
12495,cat
12496,cat
12497,dog
12498,dog
12499,cat
12500,dog
